Year,Type,Product group,Producer,Code,Volume,Cost per unit,Price per unit
2014,Supermarkets,Vegetables,Mindi,|79/01/46|,1368,0.67,1.02
2014,Supermarkets,Vegetables,Mindi,|79/01/47|,1236,0.79,0.94
2014,Supermarkets,Vegetables,Mindi,|79/01/50|,1392,0.63,1.05
2014,Supermarkets,Vegetables,Mindi,|79/01/51|,1392,0.67,1.2
2014,Supermarkets,Vegetables,Mindi,|79/01/52|,1248,0.83,1.15
2014,Supermarkets,Vegetables,Mindi,|79/01/53|,1536,0.74,1.18
2014,Supermarkets,Vegetables,Mindi,|79/01/54|,1596,0.64,0.94
2014,Supermarkets,Vegetables,Mindi,|79/01/55|,1560,0.78,1.03
2014,Supermarkets,Vegetables,Mindi,|79/01/56|,1428,0.9,0.98
2014,Supermarkets,Vegetables,Mindi,|79/01/57|,1584,0.6,1.15
2014,Supermarkets,Vegetables,Mindi,|79/01/58|,1392,0.68,1
2014,Supermarkets,Vegetables,Mindi,|79/01/59|,1488,0.63,1.03
2014,Supermarkets,Vegetables,Mindi,|79/01/60|,1200,0.77,1.17
2014,Supermarkets,Vegetables,Mindi,|79/01/61|,1224,0.68,1.17
2014,Supermarkets,Vegetables,Mindi,|79/01/62|,1596,0.78,1.06
2014,Supermarkets,Vegetables,Mindi,|79/01/63|,1548,0.88,0.92
2014,Supermarkets,Vegetables,Mindi,|79/01/64|,1380,0.88,0.99
2014,Supermarkets,Vegetables,Mindi,|79/01/65|,1308,0.74,1.07
2014,Supermarkets,Vegetables,Mindi,|79/01/66|,1632,0.85,1.09
2014,Supermarkets,Vegetables,Mindi,|79/01/67|,1584,0.86,1.16
2014,Supermarkets,Vegetables,Mindi,|79/01/68|,1572,0.85,1.2
2014,Supermarkets,Vegetables,Mindi,|79/01/69|,1332,0.65,1.17
2014,Supermarkets,Vegetables,Mindi,|79/01/70|,1236,0.73,1.12
2014,Supermarkets,Vegetables,Mindi,|79/01/71|,1440,0.78,1.16
2014,Supermarkets,Vegetables,Mindi,|79/01/72|,1428,0.82,1.12
2014,Supermarkets,Vegetables,Mindi,|79/01/73|,1272,0.9,1.04
2014,Supermarkets,Vegetables,Mindi,|79/01/74|,1452,0.86,0.95
2014,Supermarkets,Vegetables,Mindi,|79/01/75|,1260,0.81,1.17
2014,Supermarkets,Vegetables,Mindi,|79/01/76|,1248,0.81,1.16
2014,Supermarkets,Vegetables,Mindi,|79/01/77|,1248,0.75,1
2014,Supermarkets,Vegetables,Mindi,|79/01/78|,1368,0.62,1.16
2014,Supermarkets,Vegetables,Mindi,|79/01/80|,1416,0.83,1.04
2014,Supermarkets,Vegetables,Mindi,|79/01/81|,1452,0.76,1.15
2014,Supermarkets,Vegetables,Mindi,|79/01/82|,1308,0.65,0.94
2014,Supermarkets,Vegetables,Mindi,|79/01/83|,1428,0.7,1.2
2014,Supermarkets,Vegetables,Mindi,|79/01/84|,1296,0.8,1.13
2014,Supermarkets,Vegetables,Mindi,|79/01/85|,1668,0.86,1.15
2014,Supermarkets,Vegetables,Mindi,|79/01/86|,1356,0.89,1.11
2014,Supermarkets,Vegetables,Mindi,|79/01/87|,1212,0.88,0.93
2014,Supermarkets,Vegetables,Mindi,|79/01/88|,1296,0.6,0.91
2014,Supermarkets,Vegetables,Mindi,|79/01/89|,1236,0.85,0.97
2014,Supermarkets,Vegetables,Mindi,|79/01/90|,1392,0.7,1.2
2014,Supermarkets,Vegetables,Mindi,|79/01/91|,1404,0.88,1.08
2014,Supermarkets,Vegetables,Mindi,|79/01/92|,1548,0.78,1.18
2014,Supermarkets,Vegetables,Mindi,|79/01/93|,1620,0.87,1.14
2014,Supermarkets,Vegetables,Mindi,|79/01/94|,1236,0.72,1.07
2014,Supermarkets,Vegetables,Mindi,|79/01/95|,1248,0.77,1.18
2014,Supermarkets,Vegetables,Mindi,|79/01/96|,1380,0.79,1.13
2014,Supermarkets,Vegetables,Mindi,|79/01/97|,1368,0.78,1.07
2014,Supermarkets,Vegetables,Mindi,|79/01/98|,1512,0.66,1.18
2014,Supermarkets,Vegetables,Mindi,|79/01/122|,1200,0.83,1.11
2014,Supermarkets,Vegetables,Mindi,|79/01/123|,1560,0.9,1.15
2014,Supermarkets,Vegetables,Mindi,|79/01/124|,1668,0.77,0.98
2014,Supermarkets,Vegetables,Mindi,|79/01/125|,1620,0.86,0.97
2014,Supermarkets,Vegetables,Mindi,|79/01/126|,1524,0.63,0.96
2014,Supermarkets,Vegetables,Mindi,|79/01/127|,1248,0.85,1.17
2014,Supermarkets,Vegetables,Mindi,|79/01/128|,1260,0.71,1.15
2014,Supermarkets,Vegetables,Mindi,|79/01/129|,1260,0.89,0.96
2014,Supermarkets,Vegetables,Mindi,|79/01/130|,1392,0.62,0.99
2014,Supermarkets,Vegetables,Mindi,|79/01/186|,1428,0.78,1.18
2014,Supermarkets,Vegetables,Mindi,|79/01/187|,1512,0.64,0.91
2014,Supermarkets,Vegetables,Mindi,|79/01/188|,1308,0.87,1.03
2014,Supermarkets,Vegetables,Mindi,|79/01/189|,1500,0.83,1.18
2014,Supermarkets,Vegetables,Mindi,|79/01/199|,1416,0.84,1.03
2014,Supermarkets,Vegetables,Mindi,|79/02/01|,1212,0.69,1.18
2014,Supermarkets,Vegetables,Mindi,|79/02/02|,1248,0.75,1.14
2014,Supermarkets,Vegetables,Mindi,|79/02/03|,1332,0.83,1
2014,Supermarkets,Vegetables,Mindi,|79/02/04|,1272,0.7,1.13
2014,Supermarkets,Vegetables,Mindi,|79/02/05|,1308,0.68,1.18
2014,Supermarkets,Vegetables,Mindi,|79/02/06|,1680,0.88,0.94
2014,Supermarkets,Vegetables,Mindi,|79/02/07|,1644,0.84,1.06
2014,Supermarkets,Vegetables,Mindi,|79/02/08|,1308,0.72,1.12
2014,Supermarkets,Vegetables,Mindi,|79/02/09|,1596,0.9,0.91
2014,Supermarkets,Vegetables,Mindi,|79/02/10|,1668,0.74,1.16
2014,Supermarkets,Vegetables,Mindi,|79/02/11|,1680,0.69,1.03
2014,Supermarkets,Vegetables,Mindi,|79/02/12|,1344,0.81,0.95
2014,Supermarkets,Vegetables,Mindi,|79/02/13|,1512,0.89,0.97
2014,Supermarkets,Vegetables,Mindi,|79/02/15|,1212,0.71,0.98
2014,Supermarkets,Vegetables,Mindi,|79/02/20|,1212,0.88,1.05
2014,Supermarkets,Vegetables,Mindi,|79/02/50|,1476,0.77,1.04
2014,Supermarkets,Vegetables,Mindi,|79/02/51|,1344,0.68,0.99
2014,Supermarkets,Vegetables,Mindi,|79/02/52|,1488,0.74,1.17
2014,Supermarkets,Vegetables,Mindi,|79/02/54|,1512,0.9,1.03
2014,Supermarkets,Vegetables,Star foods,|108/01/01|,1320,0.64,0.97
2014,Supermarkets,Vegetables,Star foods,|108/01/02|,1608,0.64,1.17
2014,Supermarkets,Vegetables,Star foods,|108/01/03|,1344,0.64,1.08
2014,Supermarkets,Vegetables,Star foods,|108/01/04|,1284,0.83,1.08
2014,Supermarkets,Vegetables,Star foods,|108/01/05|,1632,0.87,1.19
2014,Supermarkets,Vegetables,Star foods,|108/01/06|,1440,0.89,1.16
2014,Supermarkets,Vegetables,Star foods,|108/01/07|,1488,0.69,1.06
2014,Supermarkets,Vegetables,Star foods,|108/01/08|,1560,0.69,1.09
2014,Supermarkets,Vegetables,Star foods,|108/01/09|,1464,0.62,1
2014,Supermarkets,Vegetables,Star foods,|108/01/10|,1260,0.6,1.07
2014,Supermarkets,Vegetables,Kronos,|87/00/01|,1668,0.64,1.01
2014,Supermarkets,Vegetables,Kronos,|87/00/02|,1416,0.87,1.18
2014,Supermarkets,Vegetables,Kronos,|87/00/03|,1332,0.84,1.12
2014,Supermarkets,Vegetables,Kronos,|87/00/04|,1284,0.77,1.05
2014,Supermarkets,Vegetables,Kronos,|87/00/05|,1668,0.78,1.2
2014,Supermarkets,Vegetables,Kronos,|87/00/06|,1476,0.8,1.12
2014,Supermarkets,Vegetables,Kronos,|87/00/07|,1656,0.69,1.08
2014,Supermarkets,Vegetables,Kronos,|87/00/08|,1452,0.65,0.94
2014,Supermarkets,Vegetables,Kronos,|87/00/09|,1332,0.74,1.05
2014,Supermarkets,Vegetables,Kronos,|87/00/10|,1308,0.8,1.05
2014,Supermarkets,Vegetables,Kronos,|87/00/11|,1464,0.79,1.09
2014,Supermarkets,Vegetables,Kronos,|87/00/20|,1392,0.8,1.11
2014,Supermarkets,Vegetables,Kronos,|87/00/21|,1644,0.9,1.11
2014,Supermarkets,Vegetables,Kronos,|87/00/22|,1560,0.65,1.15
2014,Supermarkets,Vegetables,Kronos,|87/00/23|,1452,0.71,1.07
2014,Supermarkets,Vegetables,Kronos,|87/00/24|,1248,0.65,1.03
2014,Supermarkets,Vegetables,Corosina,|115/01/01|,1452,0.62,0.98
2014,Supermarkets,Vegetables,Corosina,|115/01/03|,1512,0.67,1.15
2014,Supermarkets,Vegetables,Corosina,|115/01/04|,1536,0.88,1.12
2014,Supermarkets,Vegetables,Corosina,|115/01/05|,1260,0.74,0.97
2014,Supermarkets,Vegetables,Corosina,|115/01/06|,1296,0.62,0.99
2014,Supermarkets,Vegetables,Corosina,|115/01/07|,1356,0.78,1
2014,Supermarkets,Vegetables,Corosina,|115/01/08|,1656,0.63,1.06
2014,Supermarkets,Vegetables,Corosina,|115/01/09|,1644,0.6,0.95
2014,Supermarkets,Vegetables,Corosina,|115/01/10|,1440,0.74,1.15
2014,Supermarkets,Vegetables,Corosina,|115/01/11|,1596,0.7,0.99
2014,Supermarkets,Vegetables,Corosina,|115/01/12|,1272,0.74,1.13
2014,Supermarkets,Vegetables,Corosina,|115/01/13|,1284,0.72,0.91
2014,Supermarkets,Vegetables,Corosina,|115/01/14|,1260,0.64,0.92
2014,Supermarkets,Vegetables,Corosina,|115/01/15|,1656,0.88,1.08
2014,Supermarkets,Vegetables,Corosina,|115/01/30|,1380,0.63,0.94
2014,Supermarkets,Vegetables,Corosina,|115/01/31|,1284,0.71,1.1
2014,Supermarkets,Vegetables,Surgital,|03/01/03|,1620,0.89,1.04
2014,Supermarkets,Vegetables,Surgital,|03/01/04|,1392,0.65,0.97
2014,Supermarkets,Vegetables,Surgital,|03/01/05|,1512,0.85,1.04
2014,Supermarkets,Vegetables,Surgital,|03/01/06|,1344,0.79,1.04
2014,Supermarkets,Vegetables,Surgital,|03/01/07|,1236,0.9,0.98
2014,Supermarkets,Vegetables,Surgital,|03/01/08|,1632,0.62,1.12
2014,Supermarkets,Vegetables,Surgital,|03/01/09|,1332,0.76,0.96
2014,Supermarkets,Vegetables,Surgital,|03/01/10|,1608,0.84,1.11
2014,Supermarkets,Vegetables,Surgital,|03/01/11|,1392,0.72,1.12
2014,Supermarkets,Vegetables,Surgital,|03/01/12|,1680,0.82,1.12
2014,Supermarkets,Vegetables,Surgital,|03/01/13|,1620,0.78,1.15
2014,Supermarkets,Vegetables,Surgital,|03/01/14|,1308,0.86,1.12
2014,Supermarkets,Vegetables,Surgital,|03/01/15|,1596,0.62,1.17
2014,Supermarkets,Vegetables,Surgital,|03/01/16|,1320,0.72,1.19
2014,Supermarkets,Vegetables,Surgital,|03/01/17|,1272,0.72,0.96
2014,Supermarkets,Vegetables,Surgital,|03/01/18|,1296,0.78,0.92
2014,Supermarkets,Vegetables,Surgital,|03/01/19|,1512,0.9,1.01
2014,Supermarkets,Vegetables,Surgital,|03/01/20|,1596,0.69,1.1
2014,Supermarkets,Vegetables,Surgital,|03/01/21|,1296,0.75,0.91
2014,Supermarkets,Vegetables,Surgital,|03/01/22|,1452,0.9,1.07
2014,Supermarkets,Vegetables,Surgital,|03/01/23|,1404,0.64,1.09
2014,Supermarkets,Vegetables,Surgital,|03/01/24|,1596,0.66,0.98
2014,Supermarkets,Vegetables,Surgital,|03/01/25|,1620,0.73,1.12
2014,Supermarkets,Vegetables,Surgital,|03/01/26|,1236,0.61,1.12
2014,Supermarkets,Vegetables,Surgital,|03/01/27|,1236,0.65,0.92
2014,Supermarkets,Vegetables,Surgital,|03/01/28|,1332,0.78,1.03
2014,Supermarkets,Vegetables,Surgital,|03/01/29|,1644,0.65,0.92
2014,Supermarkets,Vegetables,Surgital,|03/01/30|,1260,0.72,1.16
2014,Supermarkets,Vegetables,Surgital,|03/01/31|,1392,0.65,1.07
2014,Supermarkets,Vegetables,Surgital,|03/01/32|,1452,0.68,1.11
2014,Supermarkets,Vegetables,Surgital,|03/01/33|,1248,0.72,1.02
2014,Supermarkets,Vegetables,Surgital,|03/01/34|,1236,0.8,1.2
2014,Supermarkets,Vegetables,Surgital,|03/01/35|,1428,0.85,1.11
2014,Supermarkets,Vegetables,Surgital,|03/01/36|,1416,0.9,1.02
2014,Supermarkets,Vegetables,Surgital,|03/01/37|,1548,0.64,1.11
2014,Supermarkets,Vegetables,Surgital,|03/01/38|,1656,0.75,1.19
2014,Supermarkets,Vegetables,Surgital,|03/01/39|,1248,0.74,1.14
2014,Supermarkets,Vegetables,Surgital,|03/01/40|,1596,0.77,1.11
2014,Supermarkets,Vegetables,Surgital,|03/01/41|,1380,0.77,1.16
2014,Supermarkets,Vegetables,Surgital,|03/01/43|,1380,0.62,1.17
2014,Supermarkets,Vegetables,Surgital,|03/01/44|,1476,0.71,0.93
2014,Supermarkets,Vegetables,Surgital,|03/01/45|,1356,0.88,0.96
2014,Supermarkets,Vegetables,Surgital,|03/01/46|,1608,0.77,1.18
2014,Supermarkets,Vegetables,Surgital,|03/01/47|,1656,0.78,0.99
2014,Supermarkets,Vegetables,Surgital,|03/01/48|,1440,0.85,0.92
2014,Supermarkets,Vegetables,Surgital,|03/01/49|,1368,0.72,1.05
2014,Supermarkets,Vegetables,Surgital,|03/01/50|,1440,0.78,1.07
2014,Supermarkets,Vegetables,Surgital,|03/01/51|,1320,0.84,1.14
2014,Supermarkets,Vegetables,Surgital,|03/01/52|,1224,0.66,1.1
2014,Supermarkets,Vegetables,Surgital,|03/01/53|,1440,0.89,1.17
2014,Supermarkets,Vegetables,Surgital,|03/01/54|,1536,0.73,1.05
2014,Supermarkets,Vegetables,Surgital,|03/01/55|,1416,0.72,1.14
2014,Supermarkets,Vegetables,Surgital,|03/01/56|,1272,0.77,0.92
2014,Supermarkets,Vegetables,Surgital,|03/01/57|,1608,0.82,0.96
2014,Supermarkets,Vegetables,Surgital,|03/01/58|,1404,0.61,1.03
2014,Supermarkets,Vegetables,Surgital,|03/01/59|,1512,0.71,0.94
2014,Supermarkets,Vegetables,Surgital,|03/01/60|,1632,0.8,1.09
2014,Supermarkets,Vegetables,Surgital,|03/01/62|,1356,0.75,0.96
2014,Supermarkets,Vegetables,Surgital,|03/01/63|,1524,0.7,0.95
2014,Supermarkets,Vegetables,Surgital,|03/01/64|,1260,0.79,0.95
2014,Supermarkets,Vegetables,Surgital,|03/01/65|,1596,0.86,1.1
2014,Supermarkets,Vegetables,Surgital,|03/01/66|,1596,0.65,1.01
2014,Supermarkets,Vegetables,Surgital,|03/01/67|,1596,0.76,1.12
2014,Supermarkets,Vegetables,Surgital,|03/01/68|,1668,0.63,0.93
2014,Supermarkets,Vegetables,Surgital,|03/01/69|,1332,0.77,1.05
2014,Supermarkets,Vegetables,Surgital,|03/01/70|,1320,0.64,1.19
2014,Supermarkets,Vegetables,Surgital,|03/01/71|,1656,0.71,0.94
2014,Supermarkets,Vegetables,Surgital,|03/01/72|,1308,0.89,1.14
2014,Supermarkets,Vegetables,Surgital,|03/01/73|,1632,0.62,1.02
2014,Supermarkets,Vegetables,Surgital,|03/01/75|,1308,0.76,0.92
2014,Supermarkets,Vegetables,Surgital,|03/01/76|,1344,0.88,1.2
2014,Supermarkets,Vegetables,Surgital,|03/02/01|,1464,0.81,1.16
2014,Supermarkets,Vegetables,Surgital,|03/02/02|,1596,0.89,0.93
2014,Supermarkets,Vegetables,Surgital,|03/02/03|,1284,0.8,1.06
2014,Supermarkets,Vegetables,Surgital,|03/02/04|,1680,0.6,1.09
2014,Supermarkets,Vegetables,Surgital,|03/02/05|,1440,0.77,1.02
2014,Supermarkets,Vegetables,Surgital,|03/02/06|,1536,0.76,1.02
2014,Supermarkets,Vegetables,Surgital,|03/02/07|,1296,0.71,0.93
2014,Supermarkets,Vegetables,Surgital,|03/02/08|,1320,0.84,1.04
2014,Supermarkets,Vegetables,Surgital,|03/02/09|,1644,0.7,1.06
2014,Supermarkets,Vegetables,Surgital,|03/02/10|,1344,0.74,1.07
2014,Supermarkets,Vegetables,Surgital,|03/02/11|,1464,0.78,1.11
2014,Supermarkets,Vegetables,Surgital,|03/02/12|,1488,0.61,1.18
2014,Supermarkets,Vegetables,Surgital,|03/02/13|,1656,0.9,1.05
2014,Supermarkets,Vegetables,Surgital,|03/02/14|,1584,0.75,0.98
2014,Supermarkets,Vegetables,Surgital,|03/02/15|,1476,0.8,1.15
2014,Supermarkets,Vegetables,Surgital,|03/02/16|,1620,0.78,1.15
2014,Supermarkets,Vegetables,Surgital,|03/02/17|,1656,0.83,1.12
2014,Supermarkets,Vegetables,Surgital,|03/02/77|,1596,0.9,1.19
2014,Supermarkets,Vegetables,Surgital,|03/02/78|,1368,0.72,1.03
2014,Supermarkets,Vegetables,Surgital,|03/02/79|,1296,0.9,1.13
2014,Supermarkets,Vegetables,Surgital,|03/02/80|,1284,0.87,1.05
2014,Supermarkets,Vegetables,Surgital,|03/02/81|,1464,0.79,1
2014,Supermarkets,Vegetables,Surgital,|03/02/82|,1308,0.87,0.93
2014,Convenience stores,Delicatessen,Aqua,|38/01/01|,492,3.03,6.54
2014,Convenience stores,Delicatessen,Aqua,|38/01/02|,468,3.26,5.94
2014,Convenience stores,Delicatessen,Aqua,|38/01/03|,516,3.03,6.49
2014,Convenience stores,Delicatessen,Aqua,|38/01/04|,516,3.3,6.81
2014,Convenience stores,Delicatessen,Aqua,|38/01/05|,384,3.84,5.12
2014,Convenience stores,Delicatessen,Aqua,|38/01/06|,384,4.13,6.62
2014,Convenience stores,Delicatessen,Aqua,|38/01/07|,492,3.52,5.46
2014,Convenience stores,Delicatessen,Aqua,|38/01/08|,468,3.8,5.66
2014,Convenience stores,Delicatessen,Aqua,|38/01/09|,384,4.06,6.28
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/01|,936,2.16,3.57
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/02|,1020,2.88,3.26
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/03|,780,2.41,3.56
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/04|,756,2.91,3.99
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/05|,660,2.78,3.79
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/06|,948,2.48,3.63
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/07|,744,2.3,3.76
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/08|,1200,2.87,3.5
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/09|,1200,2.06,3.76
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/10|,900,2.81,3.33
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/11|,876,2.11,3.89
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/12|,612,2.63,3.79
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/13|,852,2.66,3.68
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/14|,1092,2.51,3.55
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/15|,1200,2.56,3.93
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/16|,792,2.85,3.54
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/17|,672,2.76,3.83
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/18|,744,2.69,3.86
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/19|,1104,3,3.21
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/20|,828,2,3.73
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/21|,768,2.25,3.24
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/22|,1020,2.12,3.94
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/23|,1080,2.5,3.85
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/24|,1020,2.47,3.73
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/25|,996,2.02,3.56
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/26|,684,2.98,3.99
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/27|,1200,2.77,3.86
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/28|,780,2.67,3.43
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/29|,1116,2.44,3.63
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/30|,768,2.01,3.91
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/31|,876,2.83,3.71
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/32|,1032,2.39,3.46
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/33|,984,2.97,3.95
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/34|,756,2.19,3.88
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/35|,900,2.12,3.51
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/36|,1020,2.01,3.96
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/37|,1152,2.87,3.32
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/38|,1056,2.48,3.27
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/39|,672,2.5,3.3
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/40|,1080,2.55,3.33
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/41|,912,2.75,3.69
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/42|,708,2.01,3.48
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/43|,768,2.93,3.67
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/44|,696,2.05,3.99
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/45|,1104,2.31,3.51
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/46|,660,2.17,3.96
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/47|,912,2.73,4
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/48|,720,2.43,3.29
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/49|,840,2.83,3.71
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/50|,828,2.57,3.51
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/51|,600,2.75,3.66
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/52|,792,2.27,3.89
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/53|,816,2.19,3.99
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/54|,948,2.49,3.55
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/55|,636,2.87,3.77
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/56|,864,2.31,3.58
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/57|,636,2.2,3.5
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/58|,1128,2.54,3.31
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/59|,720,2.6,3.89
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/60|,672,3,3.98
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/61|,1092,2.59,3.63
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/62|,744,2.91,3.88
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/63|,996,2.36,3.7
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/64|,948,2.58,3.74
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/65|,828,2.79,3.87
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/66|,852,2.33,3.77
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/67|,948,2.55,3.76
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/68|,1152,2.68,3.52
2014,Convenience stores,Fresh salads,Cibo italiano,|59/01/69|,672,2.32,3.3
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/01|,600,2.71,3.47
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/02|,900,2.07,3.83
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/03|,876,2.64,3.55
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/04|,840,2.3,3.89
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/05|,780,2.68,3.99
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/06|,1200,2.53,3.75
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/07|,984,2.39,3.37
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/08|,684,2.82,3.66
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/09|,720,2.41,3.42
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/10|,984,2.07,3.29
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/11|,1116,2.43,3.65
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/12|,864,2.48,3.2
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/13|,660,2.35,3.85
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/14|,1116,2.42,3.57
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/15|,984,2.54,3.45
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/16|,1188,2.19,3.89
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/17|,720,2.64,3.24
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/18|,720,2.18,3.24
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/19|,1152,2.96,3.36
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/20|,1164,2.06,3.73
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/21|,696,2.39,3.6
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/22|,864,2.31,3.98
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/23|,1020,2.93,3.21
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/24|,636,2.09,3.81
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/25|,852,2.42,3.29
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/26|,600,2.7,4
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/27|,708,2.64,3.31
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/28|,792,2.64,3.6
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/29|,648,2.2,3.29
2014,Convenience stores,Fresh salads,Cibo italiano,|59/02/30|,768,2.04,3.91
2014,Convenience stores,Fresh salads,Cibo italiano,|59/03/01|,624,2.46,3.59
2014,Convenience stores,Fresh salads,Cibo italiano,|59/03/02|,864,2.98,3.58
2014,Convenience stores,Fresh salads,Cibo italiano,|59/03/03|,804,2.82,3.5
2014,Convenience stores,Fresh salads,Cibo italiano,|59/03/04|,684,2.26,3.27
2014,Convenience stores,Fresh salads,Cibo italiano,|59/03/05|,1116,2.81,3.59
2014,Convenience stores,Fresh salads,Cibo italiano,|59/03/06|,708,2.5,3.95
2014,Convenience stores,Fresh salads,Cibo italiano,|59/03/07|,1200,2.64,4
2014,Convenience stores,Fresh salads,Cibo italiano,|59/03/08|,852,2.56,3.2
2014,Convenience stores,Sweets,Haribo,|121/01/01|,648,1.48,1.79
2014,Convenience stores,Sweets,Haribo,|121/01/02|,924,1.24,1.83
2014,Convenience stores,Sweets,Haribo,|121/01/03|,972,1.42,1.76
2014,Convenience stores,Sweets,Haribo,|121/01/04|,756,1.34,1.9
2014,Convenience stores,Sweets,Haribo,|121/01/05|,1140,1.3,1.83
2014,Convenience stores,Sweets,Haribo,|121/01/06|,864,1.13,1.67
